5, 7, 22, 6, 2023127
20, 10, 6, 2, 2023128
19, 12, 18, 1, 2023129
10, 14, 0, 15, 2023130
2, 1, 3, 6, 2023131
13, 0, 4, 1, 2023132
2, 5, 0, 25, 2023133
11, 3, 13, 16, 2023134
16, 0, 8, 13, 2023135
24, 11, 17, 2, 2023136
16, 10, 27, 16, 2023137
12, 8, 30, 16, 2023138
24, 8, 9, 8, 2023139
5, 14, 27, 19, 2023140
23, 1, 16, 25, 2023141
9, 13, 17, 12, 2023142
12, 4, 14, 3, 2023143
23, 2, 17, 5, 2023144
5, 6, 10, 3, 2023145
5, 10, 13, 19, 2023146
22, 12, 22, 22, 2023147
23, 15, 3, 5, 2023148
1, 8, 26, 11, 2023149
13, 6, 7, 22, 2023150
13, 15, 24, 11, 2023151
4, 10, 24, 15, 2023152
19, 6, 20, 9, 2023153
8, 0, 30, 3, 2023154
24, 2, 6, 8, 2023155
5, 13, 17, 25, 2023156
30, 10, 25, 1, 2023157
28, 6, 21, 1, 2023158
1, 6, 28, 15, 2023159
29, 2, 22, 16, 2023160
3, 14, 28, 20, 2023161
13, 15, 3, 18, 2023162
3, 2, 10, 15, 2023163
7, 11, 14, 23, 2023164
9, 9, 29, 1, 2023165
28, 11, 19, 13, 2023166
30, 4, 18, 17, 2023167
4, 10, 3, 3, 2023168
22, 14, 27, 18, 2023169
14, 2, 2, 4, 2023170
12, 1, 22, 20, 2023171
25, 5, 7, 23, 2023172
2, 4, 26, 11, 2023173
12, 8, 10, 5, 2023174
22, 4, 22, 11, 2023175
17, 5, 3, 9, 2023176
27, 1, 28, 25, 2023177
2, 1, 15, 10, 2023178
12, 14, 7, 14, 2023179
24, 8, 24, 12, 2023180
7, 6, 29, 20, 2023181
6, 12, 11, 1, 2023182
23, 12, 18, 20, 2023183
30, 6, 17, 3, 2023184
0, 2, 26, 10, 2023185
27, 3, 10, 25, 2023186
25, 13, 24, 8, 2023187
24, 13, 1, 25, 2023188
26, 0, 0, 8, 2023189
13, 0, 1, 21, 2023190
13, 5, 11, 7, 2023191
21, 6, 24, 5, 2023192
5, 8, 24, 9, 2023193
10, 5, 8, 20, 2023194
14, 3, 16, 0, 2023195
16, 9, 14, 2, 2023196
19, 15, 27, 6, 2023197
18, 11, 25, 22, 2023198
24, 0, 23, 16, 2023199
0, 3, 7, 21, 2023200
17, 6, 5, 22, 2023201
13, 15, 2, 19, 2023202
8, 9, 9, 20, 2023203
1, 4, 5, 5, 2023204
5, 12, 14, 8, 2023205
8, 13, 24, 24, 2023206
4, 7, 20, 2, 2023207
27, 1, 13, 23, 2023208
2, 5, 4, 14, 2023209
12, 12, 5, 0, 2023210
30, 14, 6, 19, 2023211
4, 5, 2, 2, 2023212
18, 13, 15, 23, 2023213
20, 8, 1, 13, 2023214
3, 0, 27, 4, 2023215
9, 15, 17, 22, 2023216
2, 11, 19, 9, 2023217
2, 7, 4, 11, 2023218
12, 12, 16, 22, 2023219
30, 1, 1, 23, 2023220
12, 15, 30, 24, 2023221
29, 13, 11, 22, 2023222
21, 8, 14, 1, 2023223
16, 3, 22, 2, 2023224
12, 9, 9, 25, 2023225
22, 5, 14, 10, 2023226
28, 7, 11, 7, 2023227
6, 0, 9, 9, 2023228
22, 5, 0, 19, 2023229
12, 15, 17, 24, 2023230
14, 12, 0, 1, 2023231
18, 3, 2, 6, 2023232
4, 8, 0, 19, 2023233
10, 7, 21, 6, 2023234
16, 6, 13, 25, 2023235
11, 10, 3, 24, 2023236
12, 9, 26, 13, 2023237
0, 15, 29, 24, 2023238
26, 7, 29, 8, 2023239
25, 6, 5, 18, 2023240
9, 7, 8, 8, 2023241
8, 6, 14, 3, 2023242
29, 8, 30, 13, 2023243
22, 13, 29, 11, 2023244
21, 5, 6, 16, 2023245
10, 12, 2, 23, 2023246
21, 1, 16, 0, 2023247
24, 11, 29, 4, 2023248
29, 11, 19, 9, 2023249
19, 15, 2, 20, 2023250
0, 0, 0, 0, 2023251
